scenario_id,map_index,trial,team_size,seed,communication_mode,start_positions,selected_start_seed,start_cells,source_method
map_0002_trial_00_robots_06_seed_200102_mapcomm_none,2,0,6,200102,none,"[[20.0,-24.0],[-20.0,-8.0],[-44.0,-36.0],[-24.0,20.0],[-32.0,-20.0],[0.0,-36.0]]",200102,"[[223, 90], [123, 130], [63, 60], [113, 200], [93, 100], [173, 60]]",full
map_0002_trial_00_robots_06_seed_200102_mapcomm_raw,2,0,6,200102,raw,"[[20.0,-24.0],[-20.0,-8.0],[-44.0,-36.0],[-24.0,20.0],[-32.0,-20.0],[0.0,-36.0]]",200102,"[[223, 90], [123, 130], [63, 60], [113, 200], [93, 100], [173, 60]]",full
map_0002_trial_00_robots_08_seed_200122_mapcomm_compressed,2,0,8,200122,compressed,"[[12.0,16.0],[24.0,-40.0],[-28.0,-24.0],[0.0,-28.0],[-8.0,-4.0],[-16.0,24.0],[-56.0,-40.0],[24.0,16.0]]",200122,"[[203, 190], [233, 50], [103, 90], [173, 80], [153, 140], [133, 210], [33, 50], [233, 190]]",full
map_0002_trial_00_robots_08_seed_200122_mapcomm_none,2,0,8,200122,none,"[[12.0,16.0],[24.0,-40.0],[-28.0,-24.0],[0.0,-28.0],[-8.0,-4.0],[-16.0,24.0],[-56.0,-40.0],[24.0,16.0]]",200122,"[[203, 190], [233, 50], [103, 90], [173, 80], [153, 140], [133, 210], [33, 50], [233, 190]]",full
map_0002_trial_00_robots_08_seed_200122_mapcomm_raw,2,0,8,200122,raw,"[[12.0,16.0],[24.0,-40.0],[-28.0,-24.0],[0.0,-28.0],[-8.0,-4.0],[-16.0,24.0],[-56.0,-40.0],[24.0,16.0]]",200122,"[[203, 190], [233, 50], [103, 90], [173, 80], [153, 140], [133, 210], [33, 50], [233, 190]]",full
map_0002_trial_01_robots_02_seed_201062_mapcomm_compressed,2,1,2,201062,compressed,"[[12.0,-8.0],[-36.0,-20.0]]",201062,"[[203, 130], [83, 100]]",full
map_0002_trial_01_robots_02_seed_201062_mapcomm_none,2,1,2,201062,none,"[[12.0,-8.0],[-36.0,-20.0]]",201062,"[[203, 130], [83, 100]]",full
map_0002_trial_01_robots_02_seed_201062_mapcomm_raw,2,1,2,201062,raw,"[[12.0,-8.0],[-36.0,-20.0]]",201062,"[[203, 130], [83, 100]]",full
map_0002_trial_01_robots_04_seed_201082_mapcomm_compressed,2,1,4,201082,compressed,"[[24.0,4.0],[-56.0,-44.0],[-24.0,-48.0],[20.0,-24.0]]",201082,"[[233, 160], [33, 40], [113, 30], [223, 90]]",full
map_0002_trial_01_robots_04_seed_201082_mapcomm_none,2,1,4,201082,none,"[[24.0,4.0],[-56.0,-44.0],[-24.0,-48.0],[20.0,-24.0]]",201082,"[[233, 160], [33, 40], [113, 30], [223, 90]]",full
map_0002_trial_01_robots_04_seed_201082_mapcomm_raw,2,1,4,201082,raw,"[[24.0,4.0],[-56.0,-44.0],[-24.0,-48.0],[20.0,-24.0]]",201082,"[[233, 160], [33, 40], [113, 30], [223, 90]]",full
map_0002_trial_01_robots_06_seed_201102_mapcomm_compressed,2,1,6,201102,compressed,"[[-12.0,4.0],[-24.0,-40.0],[-8.0,-28.0],[16.0,16.0],[-32.0,-16.0],[-40.0,32.0]]",201102,"[[143, 160], [113, 50], [153, 80], [213, 190], [93, 110], [73, 230]]",full
map_0002_trial_01_robots_06_seed_201102_mapcomm_none,2,1,6,201102,none,"[[-12.0,4.0],[-24.0,-40.0],[-8.0,-28.0],[16.0,16.0],[-32.0,-16.0],[-40.0,32.0]]",201102,"[[143, 160], [113, 50], [153, 80], [213, 190], [93, 110], [73, 230]]",full
map_0002_trial_01_robots_06_seed_201102_mapcomm_raw,2,1,6,201102,raw,"[[-12.0,4.0],[-24.0,-40.0],[-8.0,-28.0],[16.0,16.0],[-32.0,-16.0],[-40.0,32.0]]",201102,"[[143, 160], [113, 50], [153, 80], [213, 190], [93, 110], [73, 230]]",full
map_0002_trial_01_robots_08_seed_201122_mapcomm_compressed,2,1,8,201122,compressed,"[[20.0,-32.0],[-28.0,16.0],[0.0,-4.0],[12.0,16.0],[-44.0,-12.0],[12.0,-16.0],[-4.0,-28.0],[-52.0,-32.0]]",201122,"[[223, 70], [103, 190], [173, 140], [203, 190], [63, 120], [203, 110], [163, 80], [43, 70]]",full
map_0002_trial_01_robots_08_seed_201122_mapcomm_none,2,1,8,201122,none,"[[20.0,-32.0],[-28.0,16.0],[0.0,-4.0],[12.0,16.0],[-44.0,-12.0],[12.0,-16.0],[-4.0,-28.0],[-52.0,-32.0]]",201122,"[[223, 70], [103, 190], [173, 140], [203, 190], [63, 120], [203, 110], [163, 80], [43, 70]]",full
map_0002_trial_01_robots_08_seed_201122_mapcomm_raw,2,1,8,201122,raw,"[[20.0,-32.0],[-28.0,16.0],[0.0,-4.0],[12.0,16.0],[-44.0,-12.0],[12.0,-16.0],[-4.0,-28.0],[-52.0,-32.0]]",201122,"[[223, 70], [103, 190], [173, 140], [203, 190], [63, 120], [203, 110], [163, 80], [43, 70]]",full
map_0002_trial_02_robots_02_seed_202062_mapcomm_compressed,2,2,2,202062,compressed,"[[-28.0,-8.0],[-8.0,-44.0]]",202062,"[[103, 130], [153, 40]]",full
map_0002_trial_02_robots_02_seed_202062_mapcomm_none,2,2,2,202062,none,"[[-28.0,-8.0],[-8.0,-44.0]]",202062,"[[103, 130], [153, 40]]",full
map_0002_trial_02_robots_02_seed_202062_mapcomm_raw,2,2,2,202062,raw,"[[-28.0,-8.0],[-8.0,-44.0]]",202062,"[[103, 130], [153, 40]]",full
map_0002_trial_02_robots_04_seed_202082_mapcomm_compressed,2,2,4,202082,compressed,"[[12.0,0.0],[-4.0,16.0],[12.0,28.0],[-4.0,4.0]]",202082,"[[203, 150], [163, 190], [203, 220], [163, 160]]",full
map_0002_trial_02_robots_04_seed_202082_mapcomm_none,2,2,4,202082,none,"[[12.0,0.0],[-4.0,16.0],[12.0,28.0],[-4.0,4.0]]",202082,"[[203, 150], [163, 190], [203, 220], [163, 160]]",full
map_0002_trial_02_robots_04_seed_202082_mapcomm_raw,2,2,4,202082,raw,"[[12.0,0.0],[-4.0,16.0],[12.0,28.0],[-4.0,4.0]]",202082,"[[203, 150], [163, 190], [203, 220], [163, 160]]",full
map_0002_trial_02_robots_06_seed_202102_mapcomm_compressed,2,2,6,202102,compressed,"[[-48.0,-48.0],[-8.0,24.0],[20.0,-20.0],[-8.0,4.0],[-36.0,-8.0],[12.0,8.0]]",202102,"[[53, 30], [153, 210], [223, 100], [153, 160], [83, 130], [203, 170]]",full
map_0002_trial_02_robots_06_seed_202102_mapcomm_none,2,2,6,202102,none,"[[-48.0,-48.0],[-8.0,24.0],[20.0,-20.0],[-8.0,4.0],[-36.0,-8.0],[12.0,8.0]]",202102,"[[53, 30], [153, 210], [223, 100], [153, 160], [83, 130], [203, 170]]",full
map_0002_trial_02_robots_06_seed_202102_mapcomm_raw,2,2,6,202102,raw,"[[-48.0,-48.0],[-8.0,24.0],[20.0,-20.0],[-8.0,4.0],[-36.0,-8.0],[12.0,8.0]]",202102,"[[53, 30], [153, 210], [223, 100], [153, 160], [83, 130], [203, 170]]",full
map_0002_trial_02_robots_08_seed_202122_mapcomm_compressed,2,2,8,202122,compressed,"[[4.0,4.0],[-24.0,-16.0],[20.0,-16.0],[-32.0,4.0],[8.0,-24.0],[-16.0,-36.0],[-44.0,-40.0],[-52.0,0.0]]",202122,"[[183, 160], [113, 110], [223, 110], [93, 160], [193, 90], [133, 60], [63, 50], [43, 150]]",full
map_0002_trial_02_robots_08_seed_202122_mapcomm_none,2,2,8,202122,none,"[[4.0,4.0],[-24.0,-16.0],[20.0,-16.0],[-32.0,4.0],[8.0,-24.0],[-16.0,-36.0],[-44.0,-40.0],[-52.0,0.0]]",202122,"[[183, 160], [113, 110], [223, 110], [93, 160], [193, 90], [133, 60], [63, 50], [43, 150]]",full
map_0002_trial_02_robots_08_seed_202122_mapcomm_raw,2,2,8,202122,raw,"[[4.0,4.0],[-24.0,-16.0],[20.0,-16.0],[-32.0,4.0],[8.0,-24.0],[-16.0,-36.0],[-44.0,-40.0],[-52.0,0.0]]",202122,"[[183, 160], [113, 110], [223, 110], [93, 160], [193, 90], [133, 60], [63, 50], [43, 150]]",full
map_0002_trial_03_robots_02_seed_203062_mapcomm_compressed,2,3,2,203062,compressed,"[[16.0,-8.0],[-44.0,-12.0]]",203062,"[[213, 130], [63, 120]]",full
map_0002_trial_03_robots_02_seed_203062_mapcomm_none,2,3,2,203062,none,"[[16.0,-8.0],[-44.0,-12.0]]",203062,"[[213, 130], [63, 120]]",full
map_0002_trial_03_robots_02_seed_203062_mapcomm_raw,2,3,2,203062,raw,"[[16.0,-8.0],[-44.0,-12.0]]",203062,"[[213, 130], [63, 120]]",full
map_0002_trial_03_robots_04_seed_203082_mapcomm_compressed,2,3,4,203082,compressed,"[[-48.0,-36.0],[-4.0,20.0],[8.0,-24.0],[-32.0,-48.0]]",203082,"[[53, 60], [163, 200], [193, 90], [93, 30]]",full
map_0002_trial_03_robots_04_seed_203082_mapcomm_none,2,3,4,203082,none,"[[-48.0,-36.0],[-4.0,20.0],[8.0,-24.0],[-32.0,-48.0]]",203082,"[[53, 60], [163, 200], [193, 90], [93, 30]]",full
map_0002_trial_03_robots_04_seed_203082_mapcomm_raw,2,3,4,203082,raw,"[[-48.0,-36.0],[-4.0,20.0],[8.0,-24.0],[-32.0,-48.0]]",203082,"[[53, 60], [163, 200], [193, 90], [93, 30]]",full
map_0002_trial_03_robots_06_seed_203102_mapcomm_compressed,2,3,6,203102,compressed,"[[-12.0,4.0],[-44.0,28.0],[16.0,20.0],[12.0,-16.0],[24.0,-36.0],[0.0,24.0]]",203102,"[[143, 160], [63, 220], [213, 200], [203, 110], [233, 60], [173, 210]]",full
map_0002_trial_03_robots_06_seed_203102_mapcomm_none,2,3,6,203102,none,"[[-12.0,4.0],[-44.0,28.0],[16.0,20.0],[12.0,-16.0],[24.0,-36.0],[0.0,24.0]]",203102,"[[143, 160], [63, 220], [213, 200], [203, 110], [233, 60], [173, 210]]",full
map_0002_trial_03_robots_06_seed_203102_mapcomm_raw,2,3,6,203102,raw,"[[-12.0,4.0],[-44.0,28.0],[16.0,20.0],[12.0,-16.0],[24.0,-36.0],[0.0,24.0]]",203102,"[[143, 160], [63, 220], [213, 200], [203, 110], [233, 60], [173, 210]]",full
map_0002_trial_03_robots_08_seed_203122_mapcomm_compressed,2,3,8,203122,compressed,"[[-48.0,32.0],[-56.0,-48.0],[-16.0,28.0],[16.0,-16.0],[-32.0,-12.0],[24.0,-40.0],[-44.0,-32.0],[-24.0,-40.0]]",203122,"[[53, 230], [33, 30], [133, 220], [213, 110], [93, 120], [233, 50], [63, 70], [113, 50]]",full
map_0002_trial_03_robots_08_seed_203122_mapcomm_none,2,3,8,203122,none,"[[-48.0,32.0],[-56.0,-48.0],[-16.0,28.0],[16.0,-16.0],[-32.0,-12.0],[24.0,-40.0],[-44.0,-32.0],[-24.0,-40.0]]",203122,"[[53, 230], [33, 30], [133, 220], [213, 110], [93, 120], [233, 50], [63, 70], [113, 50]]",full
map_0002_trial_03_robots_08_seed_203122_mapcomm_raw,2,3,8,203122,raw,"[[-48.0,32.0],[-56.0,-48.0],[-16.0,28.0],[16.0,-16.0],[-32.0,-12.0],[24.0,-40.0],[-44.0,-32.0],[-24.0,-40.0]]",203122,"[[53, 230], [33, 30], [133, 220], [213, 110], [93, 120], [233, 50], [63, 70], [113, 50]]",full
map_0003_trial_00_robots_02_seed_300062_mapcomm_compressed,3,0,2,300062,compressed,"[[8.0,-52.0],[-44.0,-16.0]]",300062,"[[193, 33], [63, 123]]",full
map_0003_trial_00_robots_02_seed_300062_mapcomm_none,3,0,2,300062,none,"[[8.0,-52.0],[-44.0,-16.0]]",300062,"[[193, 33], [63, 123]]",full
map_0003_trial_00_robots_02_seed_300062_mapcomm_raw,3,0,2,300062,raw,"[[8.0,-52.0],[-44.0,-16.0]]",300062,"[[193, 33], [63, 123]]",full
map_0003_trial_00_robots_04_seed_300082_mapcomm_compressed,3,0,4,300082,compressed,"[[-8.0,8.0],[-12.0,-56.0],[-32.0,-20.0],[24.0,-48.0]]",300082,"[[153, 183], [143, 23], [93, 113], [233, 43]]",full
map_0003_trial_00_robots_04_seed_300082_mapcomm_none,3,0,4,300082,none,"[[-8.0,8.0],[-12.0,-56.0],[-32.0,-20.0],[24.0,-48.0]]",300082,"[[153, 183], [143, 23], [93, 113], [233, 43]]",full
map_0003_trial_00_robots_04_seed_300082_mapcomm_raw,3,0,4,300082,raw,"[[-8.0,8.0],[-12.0,-56.0],[-32.0,-20.0],[24.0,-48.0]]",300082,"[[153, 183], [143, 23], [93, 113], [233, 43]]",full
map_0003_trial_00_robots_06_seed_300102_mapcomm_compressed,3,0,6,300102,compressed,"[[-44.0,-44.0],[-64.0,-24.0],[-56.0,-44.0],[-32.0,-52.0],[-28.0,-4.0],[12.0,-16.0]]",300102,"[[63, 53], [13, 103], [33, 53], [93, 33], [103, 153], [203, 123]]",full
map_0003_trial_00_robots_06_seed_300102_mapcomm_none,3,0,6,300102,none,"[[-44.0,-44.0],[-64.0,-24.0],[-56.0,-44.0],[-32.0,-52.0],[-28.0,-4.0],[12.0,-16.0]]",300102,"[[63, 53], [13, 103], [33, 53], [93, 33], [103, 153], [203, 123]]",full
map_0003_trial_00_robots_06_seed_300102_mapcomm_raw,3,0,6,300102,raw,"[[-44.0,-44.0],[-64.0,-24.0],[-56.0,-44.0],[-32.0,-52.0],[-28.0,-4.0],[12.0,-16.0]]",300102,"[[63, 53], [13, 103], [33, 53], [93, 33], [103, 153], [203, 123]]",full
map_0003_trial_00_robots_08_seed_300122_mapcomm_compressed,3,0,8,300122,compressed,"[[-60.0,-28.0],[-4.0,-40.0],[-48.0,-56.0],[8.0,-20.0],[-36.0,4.0],[20.0,24.0],[12.0,-36.0],[24.0,-44.0]]",300122,"[[23, 93], [163, 63], [53, 23], [193, 113], [83, 173], [223, 223], [203, 73], [233, 53]]",full
map_0003_trial_00_robots_08_seed_300122_mapcomm_none,3,0,8,300122,none,"[[-60.0,-28.0],[-4.0,-40.0],[-48.0,-56.0],[8.0,-20.0],[-36.0,4.0],[20.0,24.0],[12.0,-36.0],[24.0,-44.0]]",300122,"[[23, 93], [163, 63], [53, 23], [193, 113], [83, 173], [223, 223], [203, 73], [233, 53]]",full
map_0003_trial_00_robots_08_seed_300122_mapcomm_raw,3,0,8,300122,raw,"[[-60.0,-28.0],[-4.0,-40.0],[-48.0,-56.0],[8.0,-20.0],[-36.0,4.0],[20.0,24.0],[12.0,-36.0],[24.0,-44.0]]",300122,"[[23, 93], [163, 63], [53, 23], [193, 113], [83, 173], [223, 223], [203, 73], [233, 53]]",full
map_0003_trial_01_robots_02_seed_301062_mapcomm_compressed,3,1,2,301062,compressed,"[[12.0,-44.0],[20.0,20.0]]",301062,"[[203, 53], [223, 213]]",full
map_0003_trial_01_robots_02_seed_301062_mapcomm_none,3,1,2,301062,none,"[[12.0,-44.0],[20.0,20.0]]",301062,"[[203, 53], [223, 213]]",full
map_0003_trial_01_robots_02_seed_301062_mapcomm_raw,3,1,2,301062,raw,"[[12.0,-44.0],[20.0,20.0]]",301062,"[[203, 53], [223, 213]]",full
map_0003_trial_01_robots_04_seed_301082_mapcomm_compressed,3,1,4,301082,compressed,"[[12.0,-40.0],[-4.0,-52.0],[-20.0,-8.0],[-28.0,24.0]]",301082,"[[203, 63], [163, 33], [123, 143], [103, 223]]",full
map_0003_trial_01_robots_04_seed_301082_mapcomm_none,3,1,4,301082,none,"[[12.0,-40.0],[-4.0,-52.0],[-20.0,-8.0],[-28.0,24.0]]",301082,"[[203, 63], [163, 33], [123, 143], [103, 223]]",full
map_0003_trial_01_robots_04_seed_301082_mapcomm_raw,3,1,4,301082,raw,"[[12.0,-40.0],[-4.0,-52.0],[-20.0,-8.0],[-28.0,24.0]]",301082,"[[203, 63], [163, 33], [123, 143], [103, 223]]",full
map_0003_trial_01_robots_06_seed_301102_mapcomm_compressed,3,1,6,301102,compressed,"[[-8.0,0.0],[-44.0,-16.0],[8.0,-24.0],[-24.0,-8.0],[20.0,-8.0],[-4.0,20.0]]",301102,"[[153, 163], [63, 123], [193, 103], [113, 143], [223, 143], [163, 213]]",full
map_0003_trial_01_robots_06_seed_301102_mapcomm_none,3,1,6,301102,none,"[[-8.0,0.0],[-44.0,-16.0],[8.0,-24.0],[-24.0,-8.0],[20.0,-8.0],[-4.0,20.0]]",301102,"[[153, 163], [63, 123], [193, 103], [113, 143], [223, 143], [163, 213]]",full
map_0003_trial_01_robots_06_seed_301102_mapcomm_raw,3,1,6,301102,raw,"[[-8.0,0.0],[-44.0,-16.0],[8.0,-24.0],[-24.0,-8.0],[20.0,-8.0],[-4.0,20.0]]",301102,"[[153, 163], [63, 123], [193, 103], [113, 143], [223, 143], [163, 213]]",full
map_0003_trial_01_robots_08_seed_301122_mapcomm_compressed,3,1,8,301122,compressed,"[[-8.0,-40.0],[-48.0,12.0],[12.0,-40.0],[16.0,16.0],[-8.0,-4.0],[-20.0,24.0],[-20.0,-12.0],[-40.0,-16.0]]",301122,"[[153, 63], [53, 193], [203, 63], [213, 203], [153, 153], [123, 223], [123, 133], [73, 123]]",full
map_0003_trial_01_robots_08_seed_301122_mapcomm_none,3,1,8,301122,none,"[[-8.0,-40.0],[-48.0,12.0],[12.0,-40.0],[16.0,16.0],[-8.0,-4.0],[-20.0,24.0],[-20.0,-12.0],[-40.0,-16.0]]",301122,"[[153, 63], [53, 193], [203, 63], [213, 203], [153, 153], [123, 223], [123, 133], [73, 123]]",full
map_0003_trial_01_robots_08_seed_301122_mapcomm_raw,3,1,8,301122,raw,"[[-8.0,-40.0],[-48.0,12.0],[12.0,-40.0],[16.0,16.0],[-8.0,-4.0],[-20.0,24.0],[-20.0,-12.0],[-40.0,-16.0]]",301122,"[[153, 63], [53, 193], [203, 63], [213, 203], [153, 153], [123, 223], [123, 133], [73, 123]]",full
map_0003_trial_02_robots_02_seed_302062_mapcomm_compressed,3,2,2,302062,compressed,"[[-24.0,-36.0],[-8.0,-20.0]]",302062,"[[113, 73], [153, 113]]",full
map_0003_trial_02_robots_02_seed_302062_mapcomm_none,3,2,2,302062,none,"[[-24.0,-36.0],[-8.0,-20.0]]",302062,"[[113, 73], [153, 113]]",full
map_0003_trial_02_robots_02_seed_302062_mapcomm_raw,3,2,2,302062,raw,"[[-24.0,-36.0],[-8.0,-20.0]]",302062,"[[113, 73], [153, 113]]",full
map_0003_trial_02_robots_04_seed_302082_mapcomm_compressed,3,2,4,302082,compressed,"[[-32.0,-16.0],[-40.0,-44.0],[-60.0,-24.0],[-4.0,-36.0]]",302082,"[[93, 123], [73, 53], [23, 103], [163, 73]]",full
map_0003_trial_02_robots_04_seed_302082_mapcomm_none,3,2,4,302082,none,"[[-32.0,-16.0],[-40.0,-44.0],[-60.0,-24.0],[-4.0,-36.0]]",302082,"[[93, 123], [73, 53], [23, 103], [163, 73]]",full
map_0003_trial_02_robots_04_seed_302082_mapcomm_raw,3,2,4,302082,raw,"[[-32.0,-16.0],[-40.0,-44.0],[-60.0,-24.0],[-4.0,-36.0]]",302082,"[[93, 123], [73, 53], [23, 103], [163, 73]]",full
map_0003_trial_02_robots_06_seed_302102_mapcomm_compressed,3,2,6,302102,compressed,"[[-24.0,-20.0],[20.0,-8.0],[-36.0,-36.0],[-60.0,-20.0],[-28.0,16.0],[-12.0,-60.0]]",302102,"[[113, 113], [223, 143], [83, 73], [23, 113], [103, 203], [143, 13]]",full
map_0003_trial_02_robots_06_seed_302102_mapcomm_none,3,2,6,302102,none,"[[-24.0,-20.0],[20.0,-8.0],[-36.0,-36.0],[-60.0,-20.0],[-28.0,16.0],[-12.0,-60.0]]",302102,"[[113, 113], [223, 143], [83, 73], [23, 113], [103, 203], [143, 13]]",full
map_0003_trial_02_robots_06_seed_302102_mapcomm_raw,3,2,6,302102,raw,"[[-24.0,-20.0],[20.0,-8.0],[-36.0,-36.0],[-60.0,-20.0],[-28.0,16.0],[-12.0,-60.0]]",302102,"[[113, 113], [223, 143], [83, 73], [23, 113], [103, 203], [143, 13]]",full
map_0003_trial_02_robots_08_seed_302122_mapcomm_compressed,3,2,8,302122,compressed,"[[-48.0,8.0],[8.0,-28.0],[-52.0,-24.0],[24.0,-44.0],[8.0,-44.0],[-32.0,-16.0],[24.0,0.0],[-52.0,-40.0]]",302122,"[[53, 183], [193, 93], [43, 103], [233, 53], [193, 53], [93, 123], [233, 163], [43, 63]]",full
map_0003_trial_02_robots_08_seed_302122_mapcomm_none,3,2,8,302122,none,"[[-48.0,8.0],[8.0,-28.0],[-52.0,-24.0],[24.0,-44.0],[8.0,-44.0],[-32.0,-16.0],[24.0,0.0],[-52.0,-40.0]]",302122,"[[53, 183], [193, 93], [43, 103], [233, 53], [193, 53], [93, 123], [233, 163], [43, 63]]",full
map_0003_trial_02_robots_08_seed_302122_mapcomm_raw,3,2,8,302122,raw,"[[-48.0,8.0],[8.0,-28.0],[-52.0,-24.0],[24.0,-44.0],[8.0,-44.0],[-32.0,-16.0],[24.0,0.0],[-52.0,-40.0]]",302122,"[[53, 183], [193, 93], [43, 103], [233, 53], [193, 53], [93, 123], [233, 163], [43, 63]]",full
map_0003_trial_03_robots_02_seed_303062_mapcomm_compressed,3,3,2,303062,compressed,"[[-12.0,-12.0],[-52.0,-56.0]]",303062,"[[143, 133], [43, 23]]",full
map_0003_trial_03_robots_02_seed_303062_mapcomm_none,3,3,2,303062,none,"[[-12.0,-12.0],[-52.0,-56.0]]",303062,"[[143, 133], [43, 23]]",full
map_0003_trial_03_robots_02_seed_303062_mapcomm_raw,3,3,2,303062,raw,"[[-12.0,-12.0],[-52.0,-56.0]]",303062,"[[143, 133], [43, 23]]",full
map_0003_trial_03_robots_04_seed_303082_mapcomm_compressed,3,3,4,303082,compressed,"[[-20.0,-52.0],[-36.0,-40.0],[-52.0,16.0],[-48.0,-20.0]]",303082,"[[123, 33], [83, 63], [43, 203], [53, 113]]",full
map_0003_trial_03_robots_04_seed_303082_mapcomm_none,3,3,4,303082,none,"[[-20.0,-52.0],[-36.0,-40.0],[-52.0,16.0],[-48.0,-20.0]]",303082,"[[123, 33], [83, 63], [43, 203], [53, 113]]",full
map_0003_trial_03_robots_04_seed_303082_mapcomm_raw,3,3,4,303082,raw,"[[-20.0,-52.0],[-36.0,-40.0],[-52.0,16.0],[-48.0,-20.0]]",303082,"[[123, 33], [83, 63], [43, 203], [53, 113]]",full
map_0003_trial_03_robots_06_seed_303102_mapcomm_compressed,3,3,6,303102,compressed,"[[-52.0,4.0],[-8.0,24.0],[8.0,-20.0],[16.0,24.0],[12.0,-48.0],[-20.0,20.0]]",303102,"[[43, 173], [153, 223], [193, 113], [213, 223], [203, 43], [123, 213]]",full
map_0003_trial_03_robots_06_seed_303102_mapcomm_none,3,3,6,303102,none,"[[-52.0,4.0],[-8.0,24.0],[8.0,-20.0],[16.0,24.0],[12.0,-48.0],[-20.0,20.0]]",303102,"[[43, 173], [153, 223], [193, 113], [213, 223], [203, 43], [123, 213]]",full
map_0003_trial_03_robots_06_seed_303102_mapcomm_raw,3,3,6,303102,raw,"[[-52.0,4.0],[-8.0,24.0],[8.0,-20.0],[16.0,24.0],[12.0,-48.0],[-20.0,20.0]]",303102,"[[43, 173], [153, 223], [193, 113], [213, 223], [203, 43], [123, 213]]",full
map_0003_trial_03_robots_08_seed_303122_mapcomm_compressed,3,3,8,303122,compressed,"[[20.0,-4.0],[-24.0,-52.0],[-32.0,-36.0],[0.0,8.0],[-40.0,16.0],[20.0,24.0],[16.0,-48.0],[0.0,-48.0]]",303122,"[[223, 153], [113, 33], [93, 73], [173, 183], [73, 203], [223, 223], [213, 43], [173, 43]]",full
map_0003_trial_03_robots_08_seed_303122_mapcomm_none,3,3,8,303122,none,"[[20.0,-4.0],[-24.0,-52.0],[-32.0,-36.0],[0.0,8.0],[-40.0,16.0],[20.0,24.0],[16.0,-48.0],[0.0,-48.0]]",303122,"[[223, 153], [113, 33], [93, 73], [173, 183], [73, 203], [223, 223], [213, 43], [173, 43]]",full
map_0003_trial_03_robots_08_seed_303122_mapcomm_raw,3,3,8,303122,raw,"[[20.0,-4.0],[-24.0,-52.0],[-32.0,-36.0],[0.0,8.0],[-40.0,16.0],[20.0,24.0],[16.0,-48.0],[0.0,-48.0]]",303122,"[[223, 153], [113, 33], [93, 73], [173, 183], [73, 203], [223, 223], [213, 43], [173, 43]]",full
map_0004_trial_00_robots_02_seed_400062_mapcomm_compressed,4,0,2,400062,compressed,"[[4.0,24.0],[-60.0,8.0]]",400062,"[[183, 223], [23, 183]]",full
map_0004_trial_00_robots_02_seed_400062_mapcomm_none,4,0,2,400062,none,"[[4.0,24.0],[-60.0,8.0]]",400062,"[[183, 223], [23, 183]]",full
map_0004_trial_00_robots_02_seed_400062_mapcomm_raw,4,0,2,400062,raw,"[[4.0,24.0],[-60.0,8.0]]",400062,"[[183, 223], [23, 183]]",full
map_0004_trial_00_robots_04_seed_400082_mapcomm_compressed,4,0,4,400082,compressed,"[[16.0,0.0],[-48.0,28.0],[-28.0,-44.0],[-8.0,24.0]]",400082,"[[213, 163], [53, 233], [103, 53], [153, 223]]",full
map_0004_trial_00_robots_04_seed_400082_mapcomm_none,4,0,4,400082,none,"[[16.0,0.0],[-48.0,28.0],[-28.0,-44.0],[-8.0,24.0]]",400082,"[[213, 163], [53, 233], [103, 53], [153, 223]]",full
map_0004_trial_00_robots_04_seed_400082_mapcomm_raw,4,0,4,400082,raw,"[[16.0,0.0],[-48.0,28.0],[-28.0,-44.0],[-8.0,24.0]]",400082,"[[213, 163], [53, 233], [103, 53], [153, 223]]",full
map_0004_trial_00_robots_06_seed_400102_mapcomm_compressed,4,0,6,400102,compressed,"[[8.0,-32.0],[0.0,8.0],[0.0,-20.0],[12.0,4.0],[-36.0,8.0],[-12.0,24.0]]",400102,"[[193, 83], [173, 183], [173, 113], [203, 173], [83, 183], [143, 223]]",full
map_0004_trial_00_robots_06_seed_400102_mapcomm_none,4,0,6,400102,none,"[[8.0,-32.0],[0.0,8.0],[0.0,-20.0],[12.0,4.0],[-36.0,8.0],[-12.0,24.0]]",400102,"[[193, 83], [173, 183], [173, 113], [203, 173], [83, 183], [143, 223]]",full
map_0004_trial_00_robots_06_seed_400102_mapcomm_raw,4,0,6,400102,raw,"[[8.0,-32.0],[0.0,8.0],[0.0,-20.0],[12.0,4.0],[-36.0,8.0],[-12.0,24.0]]",400102,"[[193, 83], [173, 183], [173, 113], [203, 173], [83, 183], [143, 223]]",full
map_0004_trial_00_robots_08_seed_400122_mapcomm_compressed,4,0,8,400122,compressed,"[[-4.0,-36.0],[24.0,4.0],[16.0,-8.0],[4.0,0.0],[0.0,-12.0],[-52.0,-52.0],[-64.0,20.0],[-4.0,28.0]]",400122,"[[163, 73], [233, 173], [213, 143], [183, 163], [173, 133], [43, 33], [13, 213], [163, 233]]",full
map_0004_trial_00_robots_08_seed_400122_mapcomm_none,4,0,8,400122,none,"[[-4.0,-36.0],[24.0,4.0],[16.0,-8.0],[4.0,0.0],[0.0,-12.0],[-52.0,-52.0],[-64.0,20.0],[-4.0,28.0]]",400122,"[[163, 73], [233, 173], [213, 143], [183, 163], [173, 133], [43, 33], [13, 213], [163, 233]]",full
map_0004_trial_00_robots_08_seed_400122_mapcomm_raw,4,0,8,400122,raw,"[[-4.0,-36.0],[24.0,4.0],[16.0,-8.0],[4.0,0.0],[0.0,-12.0],[-52.0,-52.0],[-64.0,20.0],[-4.0,28.0]]",400122,"[[163, 73], [233, 173], [213, 143], [183, 163], [173, 133], [43, 33], [13, 213], [163, 233]]",full
